일자,개인투자자,외국인투자자,기관계,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,국가,기타법인,내외국인
20120921,-32905,35756,-933,2317,-654,5085,-1,-995,-514,-3321,-2849,-1897,-21
20120920,42773,22305,-61393,3229,-9929,-39893,-121,870,-8146,-7610,207,-3334,-351
20120919,-8762,10219,359,-603,1442,-23732,58,2822,6318,1055,13000,-1429,-387
20120918,-4080,31270,-26026,6861,-5908,-38812,1721,2345,-11965,-12477,32209,-832,-332
20120917,8752,87755,-95127,-5598,-8424,-67255,-24,-2444,12469,-6713,-17138,-1222,-157
20120914,-189548,200787,-3564,11054,-22107,-13014,3,3508,837,-4198,20354,-6396,-1279
20120913,-80987,76899,4922,-23676,-1903,-9326,-35,-2765,10273,8627,23728,-258,-577
20120912,-155881,97321,66017,-23989,7940,-10995,438,-174,15408,-5198,82586,-7104,-352
20120911,-21680,38123,-18555,387,782,-3433,254,-2726,17104,-3406,-27516,2151,-39
20120910,-74030,118056,-47426,-8147,-2652,-35204,801,-738,499,-4929,2945,3579,-180
20120907,-222782,229961,-4190,-15822,5510,-4726,-91,453,-11011,-354,21851,-1519,-1469
20120906,3453,-23783,17686,-9572,-2378,32772,61,551,3652,-1415,-5986,2575,68
20120905,110802,-16485,-97302,-39910,-4226,-4657,-81,-3222,1983,-6828,-40360,1682,1304
20120904,-7267,16758,-4987,-13714,-1292,9005,-670,-2839,19748,4698,-19923,-4635,130
20120903,8638,-3470,-5744,-9170,-6370,12100,660,-57,9122,-3074,-8954,618,-43
20120831,20129,-23684,-2994,-11778,-5646,25740,45,1755,10304,-533,-22881,5719,831
20120830,33226,-22532,-20293,-9557,6219,-4836,-307,1293,40738,-5713,-48130,10297,-699
20120829,-50838,12570,37909,-11793,9549,21359,458,-3546,43015,-5020,-16113,6780,-6421
20120828,19866,9333,-32556,-4082,8771,-19845,20,-724,-1829,-5186,-9681,-1525,4882
20120827,201797,168352,-337929,54569,-47492,-144893,-2063,-6005,-163127,-16825,-12093,-35531,3312
20120824,2247,-77767,80648,18708,5663,-505,57,519,63163,4189,-11145,-4471,-658
20120823,-12277,22801,-14463,9887,-34691,4059,559,1852,1425,-1658,4103,4664,-725
20120822,72734,-55100,-15390,7772,392,-26000,0,2405,-7061,1887,5216,-2657,414
20120821,-11624,26426,-1177,14374,1618,-37030,15,-32,-4189,1711,22355,-11746,-1879
20120820,81539,-112573,29909,20881,18143,-24934,536,4786,9161,1838,-502,81,1043
20120817,108358,-63852,-22501,19374,13556,-33470,1283,1817,-33536,5959,2515,-22869,864
20120816,-24419,32214,-6180,5907,-3860,-16235,-156,-1319,7044,3019,-580,-1428,-187
20120814,-35436,74055,-28986,14111,8763,-28452,-297,5027,-18912,-7162,-2066,-9516,-117
20120813,-716,35642,-29395,4625,-1192,-19752,-735,-966,-12572,-2713,3910,-6950,1419
20120810,-66000,168269,-97639,7924,3689,-59734,-4062,-3693,-23567,-4940,-13257,-4377,-253
20120809,-205532,325765,-104239,-12161,-9509,-26323,-3854,422,-31872,-17441,-3501,-14664,-1330
20120808,-152535,192483,-33953,-5998,-17941,-10357,-98,-1836,3827,-2284,733,-4889,-1106
20120807,-9165,22051,-11078,6441,-1626,-11876,-9,-15614,1741,-1367,11230,-1959,151
20120806,-86476,66884,23048,7783,-12999,14916,36,2669,-7809,-2645,21096,-2815,-641
20120803,28376,-9078,-23480,6078,-6978,-9855,837,-2928,27702,-1506,-36830,4309,-128
20120802,29178,-34365,3228,40181,15056,-26722,1573,-3608,-27771,-2392,6911,2594,-635
20120801,-39076,24269,15668,5571,-2194,-21618,-681,2466,-10859,-6050,49032,170,-1032
20120731,-255039,296047,-25547,-34284,-2436,-45159,-608,-1247,-27912,-6638,92736,-14317,-1143
20120730,-168914,196362,-23657,-8049,1571,-5986,-256,-4296,6237,-1205,-11674,-2946,-846
20120727,-276078,307325,-22849,-5100,661,-50904,-54,-3169,4826,-416,31306,-4925,-3474
20120726,-30704,53624,-19499,-5113,-1883,-4217,-447,-1243,24653,-2203,-29047,-3623,202
20120725,-19217,-4624,19438,-5830,7120,-7300,664,2747,2866,3137,16036,4594,-191
20120724,-22574,-10583,31480,-4532,1507,26604,-585,427,24766,-9698,-7009,1720,-43
20120723,47850,-45090,-5109,5496,4252,-633,223,978,-3343,581,-12662,1602,747
20120720,-53864,126800,-73465,3678,-3547,-3424,0,-2594,-16215,-5404,-45959,580,-52
20120719,-207058,66382,153386,-8232,3359,68836,-89,-818,12604,20152,57574,-10285,-2425
20120718,-15354,47822,-31495,-11098,-3511,-10702,-7,-38,4559,-3549,-7149,-994,20
20120717,-110449,72352,39224,-2257,5283,2370,2794,-868,6449,-5585,31039,-876,-250
20120716,-58554,18566,41376,-4921,7304,25055,213,-328,13424,783,-154,-1300,-88
20120713,-126544,-15573,138175,-4130,22361,48533,639,1590,61152,8031,8302,-4417,57
20120712,129369,-122273,8785,14651,-47030,25901,2242,1204,9421,2395,-22896,6371,646
20120711,73126,-126456,44771,2016,4624,18871,618,1238,13446,3959,5417,1941,1201
20120710,80218,-107199,26108,-2539,381,22259,0,2261,2965,781,-2542,2803,612
20120709,151295,-200327,24915,5158,7361,668,401,3025,2755,5547,19183,1904,3029
20120706,122928,-63639,-45589,-8277,3030,-23218,-839,-1334,-10278,-4673,-6808,-7938,1046
20120705,17835,-28242,16946,-3253,9710,277,582,13,15998,-6381,-15725,9109,76
20120704,-35811,-45572,96908,-890,1855,75324,0,7220,6218,7181,-15648,161,-38
20120703,-7007,-6488,1297,11031,-10743,-816,619,-1388,1412,1184,15076,-2703,-173
20120702,52440,-11229,-39073,5089,-1858,-7824,3,2936,-29143,-8277,-1937,-482,281
20120629,-74743,6114,53781,3414,21185,10124,-4,3377,11127,4559,15694,-731,-115
20120628,-17161,-20712,31210,720,3701,14160,-228,-1631,9133,5354,4863,2125,-325
20120627,-54220,-27798,77471,-9654,10681,50899,381,-2372,19244,8291,9618,-5038,-34
20120626,15116,-79079,65023,-6813,1114,45021,422,6902,17837,538,-10618,9309,251
20120625,282619,-346747,87297,13677,12137,33314,992,2793,16980,7405,-39404,11407,4828
20120622,286125,-198894,15213,8655,-17765,35826,-68,-1382,-9344,-708,-109457,1996,5017
20120621,40374,-36144,-5800,3252,2953,2234,-167,1398,-12613,-2856,4900,-3511,181
20120620,-21661,29027,1114,7259,80,9961,623,-86,-14868,-1855,-7610,471,-1342
20120619,-10292,36053,-19608,-10963,11125,-11473,-231,-1273,-6370,-421,-2567,-3210,-377
20120618,-41511,19583,24921,-757,28059,576,-374,1480,-9422,5359,-2468,-305,-221
20120615,197292,-197851,-30486,33388,-4260,6722,-2340,-599,-65727,2329,23226,5875,1944
20120614,7249,-43201,37458,-1940,20418,6133,-50,5832,1234,5831,2861,-3516,-851
20120613,-11940,6880,395,-5911,3339,-2784,278,361,5177,-64,4609,-26,82
20120612,15832,-9889,9148,6612,-552,10270,87,258,-6037,-1490,-16946,1535,320
20120611,-23021,19220,3992,6023,4139,-3771,70,431,-4497,1598,-1430,1346,-108
20120608,-11387,21568,-5950,1909,5614,-6391,36,2620,-6637,-3101,-4737,508,-3
20120607,-129708,131739,-2842,-12815,7545,13440,-312,-1103,-13667,4070,11534,-8714,-2010
20120605,-9310,-116573,85771,26279,21754,33734,-85,-2898,1514,5474,38271,2478,-638
20120604,-35184,-104248,23592,5670,6607,-1916,-555,-3498,15519,1766,116296,-1462,1006
20120601,-61314,23856,30147,-11396,6814,26187,104,561,1448,6429,7480,1224,-1393
20120531,55117,-69152,5137,5150,2586,-2196,-2,2450,-4386,1536,7159,-202,1940
20120530,38847,4305,-14438,9297,-8063,-7266,849,626,-9751,-131,-29213,-77,577
20120529,-18957,20559,-14542,6243,103,2915,371,1230,-24967,-438,14659,-1795,77
20120525,13217,14969,-15190,1465,923,-4857,119,-764,-8877,-3199,-11733,-1548,286
20120524,27040,-89448,45011,14963,1434,16706,189,-586,5203,7101,18284,-1084,197
20120523,26202,-85869,47858,-2794,3379,26784,714,4502,10287,4986,5448,5930,431
20120522,1159,23187,-14071,-7232,4737,6743,-1071,-1998,-2017,-13233,-12023,2327,-580
20120521,-61512,17339,52083,-22487,17314,32512,322,-254,20784,3892,-5193,-3422,706
20120518,152195,-205686,51345,2171,-10589,52254,-73,-973,8379,176,-5334,5521,1959
20120517,91619,-123706,62911,-5908,16856,50689,243,-2971,5726,-1724,-41629,8794,2012
20120516,174583,-318479,83316,977,24243,14119,-1117,2909,34250,7935,40952,19480,149
20120515,4234,-106697,62819,1882,18172,11769,555,1330,25242,3868,36653,2874,117
20120514,55641,-111642,55995,6951,6704,1353,866,-2846,34257,8710,-6914,6721,200
20120511,65518,-104856,50257,19165,963,8725,689,305,10746,9663,-16032,4819,294
20120510,80304,-107285,59552,17894,-3750,26216,27,4442,16629,-1907,-32937,25,342
20120509,33457,-145923,59636,1427,16294,27947,615,-2098,14488,964,45375,7173,282
20120508,46296,-103444,19198,5025,-11250,24304,1624,-701,-6376,6571,25821,11399,731
20120507,73015,-150822,95484,-1638,24506,48180,703,2355,19590,1788,-24007,6275,55
20120504,87621,-99609,9876,2746,6652,21316,-461,-1943,-15141,-3295,2099,1237,-1224
20120503,3938,-11789,-19381,-16805,5517,-2807,-898,-2106,-1660,-623,25504,2024,-296
20120502,-19721,47485,-11972,-32724,10093,9562,777,922,297,-898,-5608,-7980,-2204
20120430,-44840,15914,27816,-8376,4916,8712,-306,3255,17757,1857,214,955,-58
20120427,-66754,138343,-45028,-25336,-15373,-318,537,-85,897,-5350,-25910,332,-983
20120426,-116943,138062,-47190,-39945,-531,-6353,194,2574,570,-3699,26756,-379,-305
20120425,-38021,4949,35297,-6489,6366,15168,2728,5043,6309,6170,-4303,1899,178
20120424,50673,-10456,13488,-4730,2854,14912,1583,1676,-2448,-360,-58286,4472,109
20120423,22481,-57236,23478,3564,1038,14872,85,1624,1959,336,10694,256,326
20120420,44349,-95225,34059,11044,4282,12767,952,7000,-2449,463,11660,4968,189
20120419,-36478,27250,3744,-7527,3242,-6646,2237,4574,9666,-1802,200,5439,-155
20120418,-38014,61790,-17972,-18898,-28366,9254,1832,1878,14743,1584,-568,-5447,211
20120417,40544,-69380,13026,5550,2148,-104,537,1965,2615,315,9523,4435,1852
20120416,65057,-40124,5730,-6096,4777,-8788,443,2166,12902,325,-37199,6237,299
20120413,110689,36169,178293,28739,30675,55746,119,3062,55660,4291,9294,-334854,410
20120412,147631,-197272,45538,14900,11799,11178,0,1797,6760,-896,-5560,9642,21
20120410,22571,-81758,21068,-8556,4712,15670,39,4727,4226,249,34497,3548,74
20120409,55869,-38107,-2247,-7794,-3682,-9957,-26,4768,18232,-3787,-21442,5938,-11
20120406,39939,8235,-28125,12987,-4861,-27788,-82,-14,-8783,417,-23007,2640,318
20120405,9852,-8495,23683,17610,5196,782,-446,216,-41,367,-26522,1458,23
20120404,-35556,-15397,-20147,-6208,12061,-6026,-2844,-5288,-3472,-8370,76302,-4362,-840
20120403,-82493,101762,-61448,-25460,8261,-17509,-271,-5078,-15783,-5608,43389,-980,-230
20120402,-9615,33047,-1687,-14565,21018,1489,-185,-1685,-13867,6108,-18925,-2621,-200
20120330,42706,42240,-60255,-4597,2471,-13027,-11,-1525,-47522,3955,-25863,1046,126
20120329,50504,-3343,-9744,9808,2223,-242,-161,-6090,-14896,-386,-34931,-2143,-344
20120328,44276,-53902,5976,6346,10096,2790,-33,-691,-13953,1422,2190,353,1107
20120327,-36996,77781,-35134,-5628,-15183,3139,-443,-2648,-13455,-916,-4038,-2233,619
20120326,1654,-14585,-11511,180,-8131,5397,49,2739,-11452,-294,17646,6461,336
20120323,13706,35007,-17746,-3697,-15676,-2402,124,787,4208,-1090,-31317,173,177
20120322,20274,-56570,19091,-4916,-13629,28082,10,2913,6744,-112,17241,-194,158
20120321,71347,-108338,24342,11021,13599,-1512,68,2549,-2962,1580,8418,3761,470
20120320,25496,1365,-2855,-952,2901,-8123,38,-949,4664,-434,-26366,2060,300
20120319,-13916,9584,10324,-1820,9145,-4443,0,-3404,12122,-1276,-2471,-3447,-74
20120316,44710,-45174,-2651,6037,3641,-15561,63,320,2459,390,9557,-6853,412
20120315,32637,-91495,50549,16437,24703,-32002,142,226,41571,-527,1402,6234,673
20120314,-11552,10362,17414,11940,15416,-24842,110,771,14039,-19,-12923,-3002,-299
20120313,1701,-63829,34138,9325,12061,-388,-157,1772,7323,4204,27345,666,-22
20120312,38018,-128213,81232,28100,-869,33094,252,7410,13431,-184,1146,7631,186
20120309,-96608,36540,37031,9918,2208,14311,353,7655,1129,1458,20389,3478,-830
20120308,30695,-180197,126080,7507,13252,43045,66,-4788,65275,1723,10175,13093,154
20120307,9914,-73189,76017,-7683,10485,26254,856,1025,40936,4144,-19920,6214,965
20120306,-6734,-26028,22210,-2992,8965,13266,-590,-2859,5783,637,8181,1953,418
20120305,35355,-9577,-10691,-5951,11965,-5699,0,-2077,-8501,-428,-14890,-332,135
20120302,39681,12154,-35240,2986,-977,-25669,101,-1942,-7382,-2357,-13818,-2902,125
20120229,-95892,130767,-2921,-7204,-3953,-9692,-585,-84,18672,-75,-30770,-52,-1132
20120228,-26163,-21377,32280,11925,8419,20993,53,4635,-13362,-383,11138,3833,289
20120227,-3621,26914,-18838,-3163,-4757,-8005,80,-2141,-2567,1715,-4123,-203,-129
20120224,-26464,53443,-31157,-8625,12153,-22665,-379,3816,-16447,991,1448,3323,-593
20120223,68186,-77116,-8308,15411,3214,-7372,59,-203,-15422,-3995,12654,3406,1178
20120222,-44278,84533,-24975,-5573,-9671,-11559,-2354,-4448,5443,3187,-11997,-3920,637
20120221,-16306,50282,-42845,-828,-7331,-16877,289,117,-15287,-2929,6830,2072,-32
20120220,-30014,67178,-46643,-570,195,-30884,-176,-3461,-5343,-6405,14034,-5153,598
20120217,-124808,129579,-23572,-8724,-14157,1742,144,1702,-4714,436,15940,3653,-792
20120216,-45108,11828,42964,-13414,3994,9721,1048,1746,35604,4264,-5424,-3402,-859
20120215,-281411,145796,114039,-7973,21834,29125,277,4001,48549,18226,31129,-10167,615
20120214,-5431,30719,15385,-2636,-3032,11002,196,1135,8709,11,-41852,1134,45
20120213,-88119,63756,1439,-1278,-4929,6649,418,210,-3930,4300,23090,371,-537
20120210,57808,-10276,-25709,-5574,-9567,990,357,-835,-10131,-949,-20562,-1528,266
20120209,117371,-63855,-43236,3290,8801,-27986,-207,-2015,-15857,-9262,-10290,-454,464
20120208,1086,44871,-45477,-5825,-2724,440,11,1019,-36387,-2010,-1995,900,615
20120207,-75877,77847,2122,-2835,7569,7329,-76,-362,-7274,-2229,-3593,-259,-241
20120206,-7713,35791,-29587,-4955,12677,-43841,-504,-2259,9621,-326,-5,1559,-44
20120203,79816,-37600,-53455,3302,18,-48028,-175,-12174,4684,-1081,8921,2426,-107
20120202,52287,105791,-151480,-4548,-17200,-58456,-99,-402,-64388,-6386,-5583,-1161,146
20120201,-10284,166665,-154825,-884,-29901,-61129,-521,-2264,-53663,-6465,4101,-5391,-266
20120131,16300,66899,-70120,15276,-21373,-35477,-31,-1583,-24998,-1935,-10413,-2841,176
20120130,-8515,59239,-68809,-13145,169,-34628,-4175,-1937,-9833,-5260,17642,173,271
20120127,-79648,113527,-25674,-9652,3754,-650,-127,-3135,-13508,-2357,-8108,2,-99
20120126,-36034,42999,-3672,9603,-9650,5140,-411,31,-7756,-629,-1890,-1774,371
20120125,-115636,129269,-16013,31619,418,-28924,-97,-81,-12036,-6912,6593,-5612,1400
20120120,-238861,317319,-49051,-19698,1129,-39488,-85,-2054,2662,8483,-8581,-17504,-3322
20120119,-146242,119582,36377,7579,7978,11827,-118,-378,4454,5035,-4595,-4540,-582
20120118,9970,76782,-75125,-746,-12427,-35036,-405,-1767,-21703,-3042,-13657,2099,-67
20120117,-75898,68282,-20576,2458,106,-22633,-188,6421,-5958,-784,36590,-6159,-2239
20120116,25705,22485,-7067,-5200,-4282,9524,-18,-3312,-3232,-547,-39319,-1847,44
20120113,-51388,37927,6584,7230,6736,-1803,0,1521,-8449,1349,6308,647,-78
20120112,38565,-57708,21285,679,-1485,1009,1233,5258,9096,5496,-4560,2443,-25
20120111,55132,-54733,15046,7591,-4455,9192,-305,416,2295,312,-19015,2491,1078
20120110,20954,-142731,46653,4767,7179,16048,-104,769,9017,8977,75740,226,-842
20120109,122813,-102142,36305,-416,4912,27514,-48,1097,2252,995,-61743,4485,282
20120106,134497,-103471,1470,16327,3526,-15535,-25,-105,-2420,-297,-40117,6927,694
20120105,85901,-121351,30789,32403,10452,-4665,-53,8719,-14558,-1509,3585,538,537
20120104,22560,-9673,-20530,31964,9321,-50310,1115,4979,-9004,-8596,5160,1958,524
20120103,-129684,22420,37033,732,20313,5443,-372,976,1517,8423,83714,-5405,-8078
20120102,-39939,-62457,122156,1743,5878,85576,11,142,23225,5582,-25664,5178,727
20111229,14034,-15459,10422,-7938,-11334,37365,-1016,-6501,92,-246,-7684,24,-1337
20111228,17903,13920,4400,-15131,-6287,17695,-1332,-892,11844,-1498,-35961,-311,49
20111227,-70834,50280,29650,2106,5282,-1979,268,1310,23348,-684,-8859,-950,712
20111226,-27028,33427,110,5625,-1720,-4078,-1944,-4775,6038,963,-2127,-3804,-578
20111223,-58700,21246,-12871,-11513,8140,-15104,276,-6257,9547,2040,55908,-6078,495
20111222,-3504,-41719,40644,6725,21,16307,-202,-3122,21022,-107,3727,859,-7
20111221,-158101,102366,24427,-4308,-10427,28600,-122,-865,5333,6215,31077,130,100
20111220,7284,-80044,51011,636,-6545,40453,160,-220,6410,10116,21487,216,46
20111219,53649,-63495,26359,-2388,1092,3725,-79,-4271,28386,-106,-16942,335,93
20111216,-8749,47011,-10742,-5857,-14216,-982,39,-855,7133,3995,-29428,1878,30
20111215,65551,-94855,54808,12695,5987,7936,-40,73,23754,4403,-33788,8359,-74
20111214,72795,-171963,78521,18606,11025,29998,2117,2686,11179,2910,18676,2361,-390
20111213,43430,-62222,50221,8443,1654,13474,344,4039,25719,-3452,-32138,734,-25
20111212,-46904,-9228,19281,5234,13,5160,34,1827,7780,-768,36325,-308,833
20111209,22730,-71358,85923,6872,11058,14689,1486,10124,39935,1760,-39916,2485,137
20111208,-38777,15590,41461,9316,1909,16603,-4081,-12034,28889,859,-17326,-5154,4205
20111207,-30517,-130949,165144,27760,44649,41018,-160,-640,27316,25200,2989,-6192,-473
20111206,5969,-150511,133817,15720,60285,21731,-585,2442,22685,11540,7465,2689,571
20111205,-17157,-30824,45002,-2275,44229,6487,-425,-9368,4577,1777,3945,-387,-579
20111202,-14469,-109743,115684,36272,42096,28745,-53,-2582,6623,4583,9114,338,-925
20111201,-218016,89548,148617,-3911,58135,73627,531,2231,437,17568,-12533,-6455,-1161
20111130,-97097,19279,57555,11165,10291,18614,23,-199,15246,2415,18719,1482,62
20111129,-238995,180800,-14522,-5665,-15749,-24545,1421,866,21092,8058,73177,93,-553
20111128,-85992,17431,43830,5194,-9167,35470,-20,-852,11885,1319,25930,-958,-240
20111125,-29658,-29434,59434,-4542,730,29683,-187,1612,33131,-994,-758,541,-125
20111124,-3281,-43143,54839,2845,9682,17610,3,2716,19801,2183,-6431,-1521,-463
20111123,45211,-68786,16668,-12073,9450,-6721,-44,8533,20068,-2544,6715,-386,578
20111122,-3886,-18318,23924,-5624,3038,14894,399,1778,5592,3847,-2638,2559,-1641
20111121,30815,-45410,7675,-6996,1458,3632,185,670,8044,682,4267,2376,277
20111118,24422,-8883,-9192,-601,-8976,-11762,937,220,16818,-5829,-12141,4427,1367
20111117,15420,-14324,-9898,-5460,4323,-1550,-9461,1364,2721,-1835,8484,262,57
20111116,15254,5914,10461,7228,956,-11018,9809,-1003,7397,-2907,-31594,68,-102
20111115,-17846,-43768,48911,19155,5356,2983,210,447,14458,6301,13448,-413,-331
20111114,-87875,51425,30105,15872,-7168,17727,-10025,-2304,8857,7146,6438,-547,455
20111111,-23166,-40605,101446,15010,7054,50801,142,5263,17961,5216,-38337,259,402
20111110,39575,-67342,64793,33407,9744,2725,8874,4037,2701,3306,-42801,5606,169
20111109,-46380,-26372,6809,-6567,8699,-1685,-458,2160,1847,2813,65584,318,41
20111108,19386,-12869,-30894,6302,5612,-36705,86,-675,3316,-8830,25109,-356,-377
20111107,-21773,32191,27897,15787,-3780,4806,-387,1752,7145,2573,-36450,-1345,-521
20111104,-177788,-1067,117751,43108,18081,32084,923,-8499,20193,11861,48980,14106,-1983
20111103,22938,-84094,98013,17229,18687,28562,39,2486,25684,5327,-37531,585,90
20111102,54240,-247049,191690,54805,24972,50467,1562,6238,49224,4422,-6915,7657,378
20111101,-168211,-4107,187115,30020,6942,77304,-567,3619,56009,13789,-21351,8308,-1753
20111031,-126001,49533,87945,27896,6324,24481,1,-2519,27035,4727,-12375,1094,-197
20111028,-59656,-21710,78238,14006,10797,50521,82,-4736,9,7559,7412,-3352,-931
20111027,26549,-48989,-6037,18425,3068,-17209,-242,866,-15932,4987,25987,2864,-374
20111026,-1174,-64850,53457,24499,6161,7479,114,589,11490,3125,12906,-250,-89
20111025,-95338,77503,18133,17615,-1327,-372,306,-1591,4541,-1040,900,-927,-272
20111024,-120542,34902,37893,27957,-2523,8556,-204,759,499,2848,48701,-1272,320
20111021,-15702,-31174,27423,39294,-10105,-38744,350,3202,36176,-2750,14463,4981,9
20111020,-183702,2438,175882,2258,13950,121050,386,-1287,37412,2113,4688,1142,-448
20111019,8352,-8866,-13476,-3604,-8777,-4753,0,-3604,5469,1791,9940,3447,604
20111018,-15807,-24811,41337,24167,-8940,1292,-228,863,27350,-3167,-765,78,-32
20111017,-11154,6379,6197,-569,-10417,7661,-561,-338,6835,3586,-432,-929,-62
20111014,-8556,1056,11832,-5853,-12710,14999,266,-132,11465,3796,-4469,193,-55
20111013,8720,20965,-23814,4909,-929,-23994,-454,-276,1115,-4184,-7077,1276,-70
20111012,-84198,19180,92405,29179,9088,12101,1803,-1610,42610,-767,-27100,-298,11
20111011,-22049,90332,-79267,-6322,-12329,-38590,0,-1542,-18945,-1540,11676,-479,-213
20111010,-68906,46182,42894,2993,8731,38251,-550,-1081,-2414,-3036,-19523,-566,-80
20111007,-850,96224,-88731,3429,-4735,-62677,-526,2219,-19563,-6879,-4306,-2152,-185
20111006,-114215,18415,87322,6804,2176,64904,-1191,-4682,19933,-624,14122,-3370,-2273
20111005,-114437,-136529,194018,8336,9732,110356,-1655,-2781,52716,17313,50785,6573,-410
20111004,45080,-164518,109349,15569,-3922,53579,-12,7121,32204,4810,4583,4760,746
20110930,24600,21420,-47610,-8524,-12228,-28262,-778,3279,1593,-2690,-4852,5799,642
20110929,-153134,47326,113637,-42226,8728,137671,97,-1555,9741,1182,-4733,-1007,-2089
20110928,-29808,29127,52431,2538,2157,26924,-237,-1322,24774,-2404,-55902,4098,53
20110927,-44594,27367,-5971,5969,-27245,-19,399,-1680,10818,5787,23186,437,-425
