일자,개인투자자,외국인투자자,기관계,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,국가,기타법인,내외국인
19910905,0,0,0,0,0,0,0,0,0,0,0,0,0
19910904,0,0,0,0,0,0,0,0,0,0,0,0,0
19910903,0,0,0,0,0,0,0,0,0,0,0,0,0
19910902,0,0,0,0,0,0,0,0,0,0,0,0,0
19910831,0,0,0,0,0,0,0,0,0,0,0,0,0
19910830,0,0,0,0,0,0,0,0,0,0,0,0,0
19910829,0,0,0,0,0,0,0,0,0,0,0,0,0
19910828,0,0,0,0,0,0,0,0,0,0,0,0,0
19910827,0,0,0,0,0,0,0,0,0,0,0,0,0
19910826,0,0,0,0,0,0,0,0,0,0,0,0,0
19910824,0,0,0,0,0,0,0,0,0,0,0,0,0
19910823,0,0,0,0,0,0,0,0,0,0,0,0,0
19910822,0,0,0,0,0,0,0,0,0,0,0,0,0
19910821,0,0,0,0,0,0,0,0,0,0,0,0,0
19910820,0,0,0,0,0,0,0,0,0,0,0,0,0
19910819,0,0,0,0,0,0,0,0,0,0,0,0,0
19910817,0,0,0,0,0,0,0,0,0,0,0,0,0
19910816,0,0,0,0,0,0,0,0,0,0,0,0,0
19910814,0,0,0,0,0,0,0,0,0,0,0,0,0
19910813,0,0,0,0,0,0,0,0,0,0,0,0,0
19910812,0,0,0,0,0,0,0,0,0,0,0,0,0
19910810,0,0,0,0,0,0,0,0,0,0,0,0,0
19910809,0,0,0,0,0,0,0,0,0,0,0,0,0
19910808,0,0,0,0,0,0,0,0,0,0,0,0,0
19910807,0,0,0,0,0,0,0,0,0,0,0,0,0
19910806,0,0,0,0,0,0,0,0,0,0,0,0,0
19910805,0,0,0,0,0,0,0,0,0,0,0,0,0
19910803,0,0,0,0,0,0,0,0,0,0,0,0,0
19910802,0,0,0,0,0,0,0,0,0,0,0,0,0
19910801,0,0,0,0,0,0,0,0,0,0,0,0,0
19910731,0,0,0,0,0,0,0,0,0,0,0,0,0
19910730,0,0,0,0,0,0,0,0,0,0,0,0,0
19910729,0,0,0,0,0,0,0,0,0,0,0,0,0
19910727,0,0,0,0,0,0,0,0,0,0,0,0,0
19910726,0,0,0,0,0,0,0,0,0,0,0,0,0
19910725,0,0,0,0,0,0,0,0,0,0,0,0,0
19910724,0,0,0,0,0,0,0,0,0,0,0,0,0
19910723,0,0,0,0,0,0,0,0,0,0,0,0,0
19910722,0,0,0,0,0,0,0,0,0,0,0,0,0
19910720,0,0,0,0,0,0,0,0,0,0,0,0,0
19910719,0,0,0,0,0,0,0,0,0,0,0,0,0
19910718,0,0,0,0,0,0,0,0,0,0,0,0,0
19910716,0,0,0,0,0,0,0,0,0,0,0,0,0
19910715,0,0,0,0,0,0,0,0,0,0,0,0,0
19910713,0,0,0,0,0,0,0,0,0,0,0,0,0
19910712,0,0,0,0,0,0,0,0,0,0,0,0,0
19910711,0,0,0,0,0,0,0,0,0,0,0,0,0
19910710,0,0,0,0,0,0,0,0,0,0,0,0,0
19910709,0,0,0,0,0,0,0,0,0,0,0,0,0
19910708,0,0,0,0,0,0,0,0,0,0,0,0,0
19910706,0,0,0,0,0,0,0,0,0,0,0,0,0
19910705,0,0,0,0,0,0,0,0,0,0,0,0,0
19910704,0,0,0,0,0,0,0,0,0,0,0,0,0
19910703,0,0,0,0,0,0,0,0,0,0,0,0,0
19910702,0,0,0,0,0,0,0,0,0,0,0,0,0
19910701,0,0,0,0,0,0,0,0,0,0,0,0,0
19910629,0,0,0,0,0,0,0,0,0,0,0,0,0
19910628,0,0,0,0,0,0,0,0,0,0,0,0,0
19910627,0,0,0,0,0,0,0,0,0,0,0,0,0
19910626,0,0,0,0,0,0,0,0,0,0,0,0,0
19910625,0,0,0,0,0,0,0,0,0,0,0,0,0
19910624,0,0,0,0,0,0,0,0,0,0,0,0,0
19910622,0,0,0,0,0,0,0,0,0,0,0,0,0
19910621,0,0,0,0,0,0,0,0,0,0,0,0,0
19910619,0,0,0,0,0,0,0,0,0,0,0,0,0
19910618,0,0,0,0,0,0,0,0,0,0,0,0,0
19910617,0,0,0,0,0,0,0,0,0,0,0,0,0
19910615,0,0,0,0,0,0,0,0,0,0,0,0,0
19910614,0,0,0,0,0,0,0,0,0,0,0,0,0
19910613,0,0,0,0,0,0,0,0,0,0,0,0,0
19910612,0,0,0,0,0,0,0,0,0,0,0,0,0
19910611,0,0,0,0,0,0,0,0,0,0,0,0,0
19910610,0,0,0,0,0,0,0,0,0,0,0,0,0
19910608,0,0,0,0,0,0,0,0,0,0,0,0,0
19910607,0,0,0,0,0,0,0,0,0,0,0,0,0
19910605,0,0,0,0,0,0,0,0,0,0,0,0,0
19910604,0,0,0,0,0,0,0,0,0,0,0,0,0
19910603,0,0,0,0,0,0,0,0,0,0,0,0,0
19910601,0,0,0,0,0,0,0,0,0,0,0,0,0
19910531,0,0,0,0,0,0,0,0,0,0,0,0,0
19910530,0,0,0,0,0,0,0,0,0,0,0,0,0
19910529,0,0,0,0,0,0,0,0,0,0,0,0,0
19910528,0,0,0,0,0,0,0,0,0,0,0,0,0
19910527,0,0,0,0,0,0,0,0,0,0,0,0,0
19910525,0,0,0,0,0,0,0,0,0,0,0,0,0
19910524,0,0,0,0,0,0,0,0,0,0,0,0,0
19910523,0,0,0,0,0,0,0,0,0,0,0,0,0
19910522,0,0,0,0,0,0,0,0,0,0,0,0,0
19910520,0,0,0,0,0,0,0,0,0,0,0,0,0
19910518,0,0,0,0,0,0,0,0,0,0,0,0,0
19910517,0,0,0,0,0,0,0,0,0,0,0,0,0
19910516,0,0,0,0,0,0,0,0,0,0,0,0,0
19910515,0,0,0,0,0,0,0,0,0,0,0,0,0
19910514,0,0,0,0,0,0,0,0,0,0,0,0,0
19910513,0,0,0,0,0,0,0,0,0,0,0,0,0
19910511,0,0,0,0,0,0,0,0,0,0,0,0,0
19910510,0,0,0,0,0,0,0,0,0,0,0,0,0
19910509,0,0,0,0,0,0,0,0,0,0,0,0,0
19910508,0,0,0,0,0,0,0,0,0,0,0,0,0
19910507,0,0,0,0,0,0,0,0,0,0,0,0,0
19910506,0,0,0,0,0,0,0,0,0,0,0,0,0
19910504,0,0,0,0,0,0,0,0,0,0,0,0,0
19910503,0,0,0,0,0,0,0,0,0,0,0,0,0
19910502,0,0,0,0,0,0,0,0,0,0,0,0,0
19910501,0,0,0,0,0,0,0,0,0,0,0,0,0
19910430,0,0,0,0,0,0,0,0,0,0,0,0,0
19910429,0,0,0,0,0,0,0,0,0,0,0,0,0
19910427,0,0,0,0,0,0,0,0,0,0,0,0,0
19910426,0,0,0,0,0,0,0,0,0,0,0,0,0
19910425,0,0,0,0,0,0,0,0,0,0,0,0,0
19910424,0,0,0,0,0,0,0,0,0,0,0,0,0
19910423,0,0,0,0,0,0,0,0,0,0,0,0,0
19910422,0,0,0,0,0,0,0,0,0,0,0,0,0
19910420,0,0,0,0,0,0,0,0,0,0,0,0,0
19910419,0,0,0,0,0,0,0,0,0,0,0,0,0
19910418,0,0,0,0,0,0,0,0,0,0,0,0,0
19910417,0,0,0,0,0,0,0,0,0,0,0,0,0
19910416,0,0,0,0,0,0,0,0,0,0,0,0,0
19910415,0,0,0,0,0,0,0,0,0,0,0,0,0
19910413,0,0,0,0,0,0,0,0,0,0,0,0,0
19910412,0,0,0,0,0,0,0,0,0,0,0,0,0
19910411,0,0,0,0,0,0,0,0,0,0,0,0,0
19910410,0,0,0,0,0,0,0,0,0,0,0,0,0
19910409,0,0,0,0,0,0,0,0,0,0,0,0,0
19910408,0,0,0,0,0,0,0,0,0,0,0,0,0
19910406,0,0,0,0,0,0,0,0,0,0,0,0,0
19910404,0,0,0,0,0,0,0,0,0,0,0,0,0
19910403,0,0,0,0,0,0,0,0,0,0,0,0,0
19910402,0,0,0,0,0,0,0,0,0,0,0,0,0
19910401,0,0,0,0,0,0,0,0,0,0,0,0,0
19910330,0,0,0,0,0,0,0,0,0,0,0,0,0
19910329,0,0,0,0,0,0,0,0,0,0,0,0,0
19910328,0,0,0,0,0,0,0,0,0,0,0,0,0
19910327,0,0,0,0,0,0,0,0,0,0,0,0,0
19910325,0,0,0,0,0,0,0,0,0,0,0,0,0
19910323,0,0,0,0,0,0,0,0,0,0,0,0,0
19910322,0,0,0,0,0,0,0,0,0,0,0,0,0
19910321,0,0,0,0,0,0,0,0,0,0,0,0,0
19910320,0,0,0,0,0,0,0,0,0,0,0,0,0
19910319,0,0,0,0,0,0,0,0,0,0,0,0,0
19910318,0,0,0,0,0,0,0,0,0,0,0,0,0
19910316,0,0,0,0,0,0,0,0,0,0,0,0,0
19910315,0,0,0,0,0,0,0,0,0,0,0,0,0
19910314,0,0,0,0,0,0,0,0,0,0,0,0,0
19910313,0,0,0,0,0,0,0,0,0,0,0,0,0
19910312,0,0,0,0,0,0,0,0,0,0,0,0,0
19910311,0,0,0,0,0,0,0,0,0,0,0,0,0
19910309,0,0,0,0,0,0,0,0,0,0,0,0,0
19910308,0,0,0,0,0,0,0,0,0,0,0,0,0
19910307,0,0,0,0,0,0,0,0,0,0,0,0,0
19910306,0,0,0,0,0,0,0,0,0,0,0,0,0
19910305,0,0,0,0,0,0,0,0,0,0,0,0,0
19910304,0,0,0,0,0,0,0,0,0,0,0,0,0
19910302,0,0,0,0,0,0,0,0,0,0,0,0,0
19910228,0,0,0,0,0,0,0,0,0,0,0,0,0
19910227,0,0,0,0,0,0,0,0,0,0,0,0,0
19910226,0,0,0,0,0,0,0,0,0,0,0,0,0
19910225,0,0,0,0,0,0,0,0,0,0,0,0,0
19910223,0,0,0,0,0,0,0,0,0,0,0,0,0
19910222,0,0,0,0,0,0,0,0,0,0,0,0,0
19910221,0,0,0,0,0,0,0,0,0,0,0,0,0
19910220,0,0,0,0,0,0,0,0,0,0,0,0,0
19910219,0,0,0,0,0,0,0,0,0,0,0,0,0
19910218,0,0,0,0,0,0,0,0,0,0,0,0,0
19910213,0,0,0,0,0,0,0,0,0,0,0,0,0
19910212,0,0,0,0,0,0,0,0,0,0,0,0,0
19910211,0,0,0,0,0,0,0,0,0,0,0,0,0
19910209,0,0,0,0,0,0,0,0,0,0,0,0,0
19910208,0,0,0,0,0,0,0,0,0,0,0,0,0
19910207,0,0,0,0,0,0,0,0,0,0,0,0,0
19910206,0,0,0,0,0,0,0,0,0,0,0,0,0
19910205,0,0,0,0,0,0,0,0,0,0,0,0,0
19910204,0,0,0,0,0,0,0,0,0,0,0,0,0
19910202,0,0,0,0,0,0,0,0,0,0,0,0,0
19910201,0,0,0,0,0,0,0,0,0,0,0,0,0
19910131,0,0,0,0,0,0,0,0,0,0,0,0,0
19910130,0,0,0,0,0,0,0,0,0,0,0,0,0
19910129,0,0,0,0,0,0,0,0,0,0,0,0,0
19910128,0,0,0,0,0,0,0,0,0,0,0,0,0
19910126,0,0,0,0,0,0,0,0,0,0,0,0,0
19910125,0,0,0,0,0,0,0,0,0,0,0,0,0
19910124,0,0,0,0,0,0,0,0,0,0,0,0,0
19910123,0,0,0,0,0,0,0,0,0,0,0,0,0
19910122,0,0,0,0,0,0,0,0,0,0,0,0,0
19910121,0,0,0,0,0,0,0,0,0,0,0,0,0
19910119,0,0,0,0,0,0,0,0,0,0,0,0,0
19910118,0,0,0,0,0,0,0,0,0,0,0,0,0
19910117,0,0,0,0,0,0,0,0,0,0,0,0,0
19910116,0,0,0,0,0,0,0,0,0,0,0,0,0
19910115,0,0,0,0,0,0,0,0,0,0,0,0,0
19910114,0,0,0,0,0,0,0,0,0,0,0,0,0
19910112,0,0,0,0,0,0,0,0,0,0,0,0,0
19910111,0,0,0,0,0,0,0,0,0,0,0,0,0
19910110,0,0,0,0,0,0,0,0,0,0,0,0,0
19910109,0,0,0,0,0,0,0,0,0,0,0,0,0
19910108,0,0,0,0,0,0,0,0,0,0,0,0,0
19910107,0,0,0,0,0,0,0,0,0,0,0,0,0
19910105,0,0,0,0,0,0,0,0,0,0,0,0,0
19910104,0,0,0,0,0,0,0,0,0,0,0,0,0
19910103,0,0,0,0,0,0,0,0,0,0,0,0,0
19901226,0,0,0,0,0,0,0,0,0,0,0,0,0
19901224,0,0,0,0,0,0,0,0,0,0,0,0,0
19901222,0,0,0,0,0,0,0,0,0,0,0,0,0
19901221,0,0,0,0,0,0,0,0,0,0,0,0,0
19901220,0,0,0,0,0,0,0,0,0,0,0,0,0
19901219,0,0,0,0,0,0,0,0,0,0,0,0,0
19901218,0,0,0,0,0,0,0,0,0,0,0,0,0
19901217,0,0,0,0,0,0,0,0,0,0,0,0,0
19901215,0,0,0,0,0,0,0,0,0,0,0,0,0
19901214,0,0,0,0,0,0,0,0,0,0,0,0,0
19901213,0,0,0,0,0,0,0,0,0,0,0,0,0
19901212,0,0,0,0,0,0,0,0,0,0,0,0,0
19901211,0,0,0,0,0,0,0,0,0,0,0,0,0
19901210,0,0,0,0,0,0,0,0,0,0,0,0,0
19901208,0,0,0,0,0,0,0,0,0,0,0,0,0
19901207,0,0,0,0,0,0,0,0,0,0,0,0,0
19901206,0,0,0,0,0,0,0,0,0,0,0,0,0
19901205,0,0,0,0,0,0,0,0,0,0,0,0,0
19901204,0,0,0,0,0,0,0,0,0,0,0,0,0
19901203,0,0,0,0,0,0,0,0,0,0,0,0,0
19901201,0,0,0,0,0,0,0,0,0,0,0,0,0
19901130,0,0,0,0,0,0,0,0,0,0,0,0,0
19901129,0,0,0,0,0,0,0,0,0,0,0,0,0
19901128,0,0,0,0,0,0,0,0,0,0,0,0,0
19901127,0,0,0,0,0,0,0,0,0,0,0,0,0
19901126,0,0,0,0,0,0,0,0,0,0,0,0,0
19901124,0,0,0,0,0,0,0,0,0,0,0,0,0
19901123,0,0,0,0,0,0,0,0,0,0,0,0,0
19901122,0,0,0,0,0,0,0,0,0,0,0,0,0
19901121,0,0,0,0,0,0,0,0,0,0,0,0,0
19901120,0,0,0,0,0,0,0,0,0,0,0,0,0
19901119,0,0,0,0,0,0,0,0,0,0,0,0,0
19901117,0,0,0,0,0,0,0,0,0,0,0,0,0
19901116,0,0,0,0,0,0,0,0,0,0,0,0,0
19901115,0,0,0,0,0,0,0,0,0,0,0,0,0
19901114,0,0,0,0,0,0,0,0,0,0,0,0,0
19901113,0,0,0,0,0,0,0,0,0,0,0,0,0
19901112,0,0,0,0,0,0,0,0,0,0,0,0,0
19901110,0,0,0,0,0,0,0,0,0,0,0,0,0
19901109,0,0,0,0,0,0,0,0,0,0,0,0,0
19901108,0,0,0,0,0,0,0,0,0,0,0,0,0
19901107,0,0,0,0,0,0,0,0,0,0,0,0,0
19901106,0,0,0,0,0,0,0,0,0,0,0,0,0
19901105,0,0,0,0,0,0,0,0,0,0,0,0,0
19901103,0,0,0,0,0,0,0,0,0,0,0,0,0
19901102,0,0,0,0,0,0,0,0,0,0,0,0,0
19901101,0,0,0,0,0,0,0,0,0,0,0,0,0
19901031,0,0,0,0,0,0,0,0,0,0,0,0,0
19901030,0,0,0,0,0,0,0,0,0,0,0,0,0
19901029,0,0,0,0,0,0,0,0,0,0,0,0,0
19901027,0,0,0,0,0,0,0,0,0,0,0,0,0
19901026,0,0,0,0,0,0,0,0,0,0,0,0,0
19901025,0,0,0,0,0,0,0,0,0,0,0,0,0
19901024,0,0,0,0,0,0,0,0,0,0,0,0,0
19901023,0,0,0,0,0,0,0,0,0,0,0,0,0
19901022,0,0,0,0,0,0,0,0,0,0,0,0,0
19901020,0,0,0,0,0,0,0,0,0,0,0,0,0
19901019,0,0,0,0,0,0,0,0,0,0,0,0,0
19901018,0,0,0,0,0,0,0,0,0,0,0,0,0
19901017,0,0,0,0,0,0,0,0,0,0,0,0,0
19901016,0,0,0,0,0,0,0,0,0,0,0,0,0
19901015,0,0,0,0,0,0,0,0,0,0,0,0,0
19901013,0,0,0,0,0,0,0,0,0,0,0,0,0
19901012,0,0,0,0,0,0,0,0,0,0,0,0,0
19901011,0,0,0,0,0,0,0,0,0,0,0,0,0
19901010,0,0,0,0,0,0,0,0,0,0,0,0,0
19901008,0,0,0,0,0,0,0,0,0,0,0,0,0
19901006,0,0,0,0,0,0,0,0,0,0,0,0,0
19901005,0,0,0,0,0,0,0,0,0,0,0,0,0
19900929,0,0,0,0,0,0,0,0,0,0,0,0,0
19900928,0,0,0,0,0,0,0,0,0,0,0,0,0
19900927,0,0,0,0,0,0,0,0,0,0,0,0,0
19900926,0,0,0,0,0,0,0,0,0,0,0,0,0
19900925,0,0,0,0,0,0,0,0,0,0,0,0,0
19900924,0,0,0,0,0,0,0,0,0,0,0,0,0
19900922,0,0,0,0,0,0,0,0,0,0,0,0,0
19900921,0,0,0,0,0,0,0,0,0,0,0,0,0
19900920,0,0,0,0,0,0,0,0,0,0,0,0,0
19900919,0,0,0,0,0,0,0,0,0,0,0,0,0
19900918,0,0,0,0,0,0,0,0,0,0,0,0,0
19900917,0,0,0,0,0,0,0,0,0,0,0,0,0
19900915,0,0,0,0,0,0,0,0,0,0,0,0,0
19900914,0,0,0,0,0,0,0,0,0,0,0,0,0
19900913,0,0,0,0,0,0,0,0,0,0,0,0,0
19900912,0,0,0,0,0,0,0,0,0,0,0,0,0
19900911,0,0,0,0,0,0,0,0,0,0,0,0,0
19900910,0,0,0,0,0,0,0,0,0,0,0,0,0
19900908,0,0,0,0,0,0,0,0,0,0,0,0,0
19900907,0,0,0,0,0,0,0,0,0,0,0,0,0
19900906,0,0,0,0,0,0,0,0,0,0,0,0,0
19900905,0,0,0,0,0,0,0,0,0,0,0,0,0
19900904,0,0,0,0,0,0,0,0,0,0,0,0,0
19900903,0,0,0,0,0,0,0,0,0,0,0,0,0
19900901,0,0,0,0,0,0,0,0,0,0,0,0,0
19900831,0,0,0,0,0,0,0,0,0,0,0,0,0
19900830,0,0,0,0,0,0,0,0,0,0,0,0,0
19900829,0,0,0,0,0,0,0,0,0,0,0,0,0
19900828,0,0,0,0,0,0,0,0,0,0,0,0,0
19900827,0,0,0,0,0,0,0,0,0,0,0,0,0
19900825,0,0,0,0,0,0,0,0,0,0,0,0,0
19900824,0,0,0,0,0,0,0,0,0,0,0,0,0
19900823,0,0,0,0,0,0,0,0,0,0,0,0,0
19900822,0,0,0,0,0,0,0,0,0,0,0,0,0
19900821,0,0,0,0,0,0,0,0,0,0,0,0,0
19900820,0,0,0,0,0,0,0,0,0,0,0,0,0
19900818,0,0,0,0,0,0,0,0,0,0,0,0,0
19900817,0,0,0,0,0,0,0,0,0,0,0,0,0
19900816,0,0,0,0,0,0,0,0,0,0,0,0,0
19900814,0,0,0,0,0,0,0,0,0,0,0,0,0
19900813,0,0,0,0,0,0,0,0,0,0,0,0,0
19900811,0,0,0,0,0,0,0,0,0,0,0,0,0
19900810,0,0,0,0,0,0,0,0,0,0,0,0,0
19900809,0,0,0,0,0,0,0,0,0,0,0,0,0
19900808,0,0,0,0,0,0,0,0,0,0,0,0,0
19900807,0,0,0,0,0,0,0,0,0,0,0,0,0
19900806,0,0,0,0,0,0,0,0,0,0,0,0,0
19900804,0,0,0,0,0,0,0,0,0,0,0,0,0
19900803,0,0,0,0,0,0,0,0,0,0,0,0,0
19900802,0,0,0,0,0,0,0,0,0,0,0,0,0
19900801,0,0,0,0,0,0,0,0,0,0,0,0,0
19900731,0,0,0,0,0,0,0,0,0,0,0,0,0
19900730,0,0,0,0,0,0,0,0,0,0,0,0,0
19900728,0,0,0,0,0,0,0,0,0,0,0,0,0
19900727,0,0,0,0,0,0,0,0,0,0,0,0,0
19900726,0,0,0,0,0,0,0,0,0,0,0,0,0
19900725,0,0,0,0,0,0,0,0,0,0,0,0,0
19900724,0,0,0,0,0,0,0,0,0,0,0,0,0
19900723,0,0,0,0,0,0,0,0,0,0,0,0,0
19900721,0,0,0,0,0,0,0,0,0,0,0,0,0
19900720,0,0,0,0,0,0,0,0,0,0,0,0,0
19900719,0,0,0,0,0,0,0,0,0,0,0,0,0
19900718,0,0,0,0,0,0,0,0,0,0,0,0,0
19900716,0,0,0,0,0,0,0,0,0,0,0,0,0
19900714,0,0,0,0,0,0,0,0,0,0,0,0,0
19900713,0,0,0,0,0,0,0,0,0,0,0,0,0
19900712,0,0,0,0,0,0,0,0,0,0,0,0,0
19900711,0,0,0,0,0,0,0,0,0,0,0,0,0
19900710,0,0,0,0,0,0,0,0,0,0,0,0,0
19900709,0,0,0,0,0,0,0,0,0,0,0,0,0
19900707,0,0,0,0,0,0,0,0,0,0,0,0,0
19900706,0,0,0,0,0,0,0,0,0,0,0,0,0
19900705,0,0,0,0,0,0,0,0,0,0,0,0,0
19900704,0,0,0,0,0,0,0,0,0,0,0,0,0
19900703,0,0,0,0,0,0,0,0,0,0,0,0,0
19900702,0,0,0,0,0,0,0,0,0,0,0,0,0
19900630,0,0,0,0,0,0,0,0,0,0,0,0,0
19900629,0,0,0,0,0,0,0,0,0,0,0,0,0
19900628,0,0,0,0,0,0,0,0,0,0,0,0,0
19900627,0,0,0,0,0,0,0,0,0,0,0,0,0
19900626,0,0,0,0,0,0,0,0,0,0,0,0,0
19900625,0,0,0,0,0,0,0,0,0,0,0,0,0
19900623,0,0,0,0,0,0,0,0,0,0,0,0,0
19900622,0,0,0,0,0,0,0,0,0,0,0,0,0
19900621,0,0,0,0,0,0,0,0,0,0,0,0,0
19900620,0,0,0,0,0,0,0,0,0,0,0,0,0
19900619,0,0,0,0,0,0,0,0,0,0,0,0,0
19900618,0,0,0,0,0,0,0,0,0,0,0,0,0
19900616,0,0,0,0,0,0,0,0,0,0,0,0,0
19900615,0,0,0,0,0,0,0,0,0,0,0,0,0
19900614,0,0,0,0,0,0,0,0,0,0,0,0,0
19900613,0,0,0,0,0,0,0,0,0,0,0,0,0
19900612,0,0,0,0,0,0,0,0,0,0,0,0,0
19900611,0,0,0,0,0,0,0,0,0,0,0,0,0
19900609,0,0,0,0,0,0,0,0,0,0,0,0,0
19900608,0,0,0,0,0,0,0,0,0,0,0,0,0
19900607,0,0,0,0,0,0,0,0,0,0,0,0,0
19900605,0,0,0,0,0,0,0,0,0,0,0,0,0
19900604,0,0,0,0,0,0,0,0,0,0,0,0,0
19900602,0,0,0,0,0,0,0,0,0,0,0,0,0
19900601,0,0,0,0,0,0,0,0,0,0,0,0,0
19900531,0,0,0,0,0,0,0,0,0,0,0,0,0
19900530,0,0,0,0,0,0,0,0,0,0,0,0,0
19900529,0,0,0,0,0,0,0,0,0,0,0,0,0
19900528,0,0,0,0,0,0,0,0,0,0,0,0,0
19900526,0,0,0,0,0,0,0,0,0,0,0,0,0
19900525,0,0,0,0,0,0,0,0,0,0,0,0,0
19900524,0,0,0,0,0,0,0,0,0,0,0,0,0
19900523,0,0,0,0,0,0,0,0,0,0,0,0,0
19900522,0,0,0,0,0,0,0,0,0,0,0,0,0
19900521,0,0,0,0,0,0,0,0,0,0,0,0,0
19900519,0,0,0,0,0,0,0,0,0,0,0,0,0
19900518,0,0,0,0,0,0,0,0,0,0,0,0,0
19900517,0,0,0,0,0,0,0,0,0,0,0,0,0
19900516,0,0,0,0,0,0,0,0,0,0,0,0,0
19900515,0,0,0,0,0,0,0,0,0,0,0,0,0
19900514,0,0,0,0,0,0,0,0,0,0,0,0,0
19900512,0,0,0,0,0,0,0,0,0,0,0,0,0
19900511,0,0,0,0,0,0,0,0,0,0,0,0,0
19900510,0,0,0,0,0,0,0,0,0,0,0,0,0
19900509,0,0,0,0,0,0,0,0,0,0,0,0,0
19900508,0,0,0,0,0,0,0,0,0,0,0,0,0
19900507,0,0,0,0,0,0,0,0,0,0,0,0,0
19900504,0,0,0,0,0,0,0,0,0,0,0,0,0
19900503,0,0,0,0,0,0,0,0,0,0,0,0,0
19900501,0,0,0,0,0,0,0,0,0,0,0,0,0
19900430,0,0,0,0,0,0,0,0,0,0,0,0,0
19900428,0,0,0,0,0,0,0,0,0,0,0,0,0
19900427,0,0,0,0,0,0,0,0,0,0,0,0,0
19900426,0,0,0,0,0,0,0,0,0,0,0,0,0
19900425,0,0,0,0,0,0,0,0,0,0,0,0,0
19900424,0,0,0,0,0,0,0,0,0,0,0,0,0
19900423,0,0,0,0,0,0,0,0,0,0,0,0,0
19900421,0,0,0,0,0,0,0,0,0,0,0,0,0
19900420,0,0,0,0,0,0,0,0,0,0,0,0,0
19900419,0,0,0,0,0,0,0,0,0,0,0,0,0
19900418,0,0,0,0,0,0,0,0,0,0,0,0,0
19900417,0,0,0,0,0,0,0,0,0,0,0,0,0
19900416,0,0,0,0,0,0,0,0,0,0,0,0,0
19900414,0,0,0,0,0,0,0,0,0,0,0,0,0
19900413,0,0,0,0,0,0,0,0,0,0,0,0,0
19900412,0,0,0,0,0,0,0,0,0,0,0,0,0
19900411,0,0,0,0,0,0,0,0,0,0,0,0,0
19900410,0,0,0,0,0,0,0,0,0,0,0,0,0
19900409,0,0,0,0,0,0,0,0,0,0,0,0,0
19900407,0,0,0,0,0,0,0,0,0,0,0,0,0
19900406,0,0,0,0,0,0,0,0,0,0,0,0,0
19900404,0,0,0,0,0,0,0,0,0,0,0,0,0
19900403,0,0,0,0,0,0,0,0,0,0,0,0,0
19900402,0,0,0,0,0,0,0,0,0,0,0,0,0
19900331,0,0,0,0,0,0,0,0,0,0,0,0,0
19900330,0,0,0,0,0,0,0,0,0,0,0,0,0
19900329,0,0,0,0,0,0,0,0,0,0,0,0,0
19900328,0,0,0,0,0,0,0,0,0,0,0,0,0
19900327,0,0,0,0,0,0,0,0,0,0,0,0,0
19900326,0,0,0,0,0,0,0,0,0,0,0,0,0
19900324,0,0,0,0,0,0,0,0,0,0,0,0,0
19900323,0,0,0,0,0,0,0,0,0,0,0,0,0
19900322,0,0,0,0,0,0,0,0,0,0,0,0,0
19900321,0,0,0,0,0,0,0,0,0,0,0,0,0
19900320,0,0,0,0,0,0,0,0,0,0,0,0,0
19900319,0,0,0,0,0,0,0,0,0,0,0,0,0
19900317,0,0,0,0,0,0,0,0,0,0,0,0,0
19900316,0,0,0,0,0,0,0,0,0,0,0,0,0
19900315,0,0,0,0,0,0,0,0,0,0,0,0,0
19900314,0,0,0,0,0,0,0,0,0,0,0,0,0
19900313,0,0,0,0,0,0,0,0,0,0,0,0,0
19900312,0,0,0,0,0,0,0,0,0,0,0,0,0
19900309,0,0,0,0,0,0,0,0,0,0,0,0,0
19900308,0,0,0,0,0,0,0,0,0,0,0,0,0
19900307,0,0,0,0,0,0,0,0,0,0,0,0,0
19900306,0,0,0,0,0,0,0,0,0,0,0,0,0
19900305,0,0,0,0,0,0,0,0,0,0,0,0,0
19900303,0,0,0,0,0,0,0,0,0,0,0,0,0
19900302,0,0,0,0,0,0,0,0,0,0,0,0,0
19900228,0,0,0,0,0,0,0,0,0,0,0,0,0
19900227,0,0,0,0,0,0,0,0,0,0,0,0,0
19900226,0,0,0,0,0,0,0,0,0,0,0,0,0
19900224,0,0,0,0,0,0,0,0,0,0,0,0,0
19900223,0,0,0,0,0,0,0,0,0,0,0,0,0
19900222,0,0,0,0,0,0,0,0,0,0,0,0,0
19900221,0,0,0,0,0,0,0,0,0,0,0,0,0
19900220,0,0,0,0,0,0,0,0,0,0,0,0,0
19900219,0,0,0,0,0,0,0,0,0,0,0,0,0
19900217,0,0,0,0,0,0,0,0,0,0,0,0,0
19900216,0,0,0,0,0,0,0,0,0,0,0,0,0
19900215,0,0,0,0,0,0,0,0,0,0,0,0,0
19900214,0,0,0,0,0,0,0,0,0,0,0,0,0
19900213,0,0,0,0,0,0,0,0,0,0,0,0,0
19900212,0,0,0,0,0,0,0,0,0,0,0,0,0
19900210,0,0,0,0,0,0,0,0,0,0,0,0,0
19900209,0,0,0,0,0,0,0,0,0,0,0,0,0
19900208,0,0,0,0,0,0,0,0,0,0,0,0,0
19900207,0,0,0,0,0,0,0,0,0,0,0,0,0
19900206,0,0,0,0,0,0,0,0,0,0,0,0,0
